audio_path,face_path,identity,facenet_feats_path,label,wav2vec2_feats_path,wav2vec2id_feats_path,wavlmsv_feats_path,ecappa_feats_path
./v1/voices/id0001/English/U3rWfLEkFvg/00000.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0010125.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0010125.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00000.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00000.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00000.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00000.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00001.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0008350.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0008350.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00001.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00001.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00001.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00001.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00002.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0009125.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0009125.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00002.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00002.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00002.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00002.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00003.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0004900.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0004900.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00003.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00003.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00003.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00003.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00004.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0009450.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0009450.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00004.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00004.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00004.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00004.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00005.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0000575.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0000575.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00005.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00005.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00005.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00005.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00006.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0011200.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0011200.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00006.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00006.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00006.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00006.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00007.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0002550.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0002550.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00007.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00007.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00007.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00007.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00008.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0011225.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0011225.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00008.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00008.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00008.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00008.npy
./v1/voices/id0001/English/U3rWfLEkFvg/00009.wav,./v1/faces/id0001/English/U3rWfLEkFvg/0009225.jpg,id0001,./facenetfeats/v1\faces\id0001\English\U3rWfLEkFvg\0009225.npy,0.0,./wav2vec2feats/v1\voices\id0001\English\U3rWfLEkFvg\00009.npy,./wav2vec2featsid/v1\voices\id0001\English\U3rWfLEkFvg\00009.npy,./wavlmsvfeats/v1\voices\id0001\English\U3rWfLEkFvg\00009.npy,./ecappafeats/v1\voices\id0001\English\U3rWfLEkFvg\00009.npy
