audio_path,face_path,identity,facenet_feats_path,label,wav2vec2_feats_path,wav2vec2id_feats_path,wavlmsv_feats_path,ecappa_feats_path
./v2/voices/id0001/English/7fPLLrXd5WA/00000.wav,./v2/faces/id0001/English/7fPLLrXd5WA/0002000.jpg,id0001,./facenetfeats/v2\faces\id0001\English\7fPLLrXd5WA\0002000.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\7fPLLrXd5WA\00000.npy,./wav2vec2featsid/v2\voices\id0001\English\7fPLLrXd5WA\00000.npy,./wavlmsvfeats/v2\voices\id0001\English\7fPLLrXd5WA\00000.npy,./ecappafeats/v2\voices\id0001\English\7fPLLrXd5WA\00000.npy
./v2/voices/id0001/English/7fPLLrXd5WA/00001.wav,./v2/faces/id0001/English/7fPLLrXd5WA/0001950.jpg,id0001,./facenetfeats/v2\faces\id0001\English\7fPLLrXd5WA\0001950.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\7fPLLrXd5WA\00001.npy,./wav2vec2featsid/v2\voices\id0001\English\7fPLLrXd5WA\00001.npy,./wavlmsvfeats/v2\voices\id0001\English\7fPLLrXd5WA\00001.npy,./ecappafeats/v2\voices\id0001\English\7fPLLrXd5WA\00001.npy
./v2/voices/id0001/English/7fPLLrXd5WA/00002.wav,./v2/faces/id0001/English/7fPLLrXd5WA/0006450.jpg,id0001,./facenetfeats/v2\faces\id0001\English\7fPLLrXd5WA\0006450.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\7fPLLrXd5WA\00002.npy,./wav2vec2featsid/v2\voices\id0001\English\7fPLLrXd5WA\00002.npy,./wavlmsvfeats/v2\voices\id0001\English\7fPLLrXd5WA\00002.npy,./ecappafeats/v2\voices\id0001\English\7fPLLrXd5WA\00002.npy
./v2/voices/id0001/English/7fPLLrXd5WA/00003.wav,./v2/faces/id0001/English/7fPLLrXd5WA/0001975.jpg,id0001,./facenetfeats/v2\faces\id0001\English\7fPLLrXd5WA\0001975.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\7fPLLrXd5WA\00003.npy,./wav2vec2featsid/v2\voices\id0001\English\7fPLLrXd5WA\00003.npy,./wavlmsvfeats/v2\voices\id0001\English\7fPLLrXd5WA\00003.npy,./ecappafeats/v2\voices\id0001\English\7fPLLrXd5WA\00003.npy
./v2/voices/id0001/English/7fPLLrXd5WA/00004.wav,./v2/faces/id0001/English/7fPLLrXd5WA/0006375.jpg,id0001,./facenetfeats/v2\faces\id0001\English\7fPLLrXd5WA\0006375.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\7fPLLrXd5WA\00004.npy,./wav2vec2featsid/v2\voices\id0001\English\7fPLLrXd5WA\00004.npy,./wavlmsvfeats/v2\voices\id0001\English\7fPLLrXd5WA\00004.npy,./ecappafeats/v2\voices\id0001\English\7fPLLrXd5WA\00004.npy
./v2/voices/id0001/English/7fPLLrXd5WA/00005.wav,./v2/faces/id0001/English/7fPLLrXd5WA/0004400.jpg,id0001,./facenetfeats/v2\faces\id0001\English\7fPLLrXd5WA\0004400.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\7fPLLrXd5WA\00005.npy,./wav2vec2featsid/v2\voices\id0001\English\7fPLLrXd5WA\00005.npy,./wavlmsvfeats/v2\voices\id0001\English\7fPLLrXd5WA\00005.npy,./ecappafeats/v2\voices\id0001\English\7fPLLrXd5WA\00005.npy
./v2/voices/id0001/English/7fPLLrXd5WA/00006.wav,./v2/faces/id0001/English/7fPLLrXd5WA/0004125.jpg,id0001,./facenetfeats/v2\faces\id0001\English\7fPLLrXd5WA\0004125.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\7fPLLrXd5WA\00006.npy,./wav2vec2featsid/v2\voices\id0001\English\7fPLLrXd5WA\00006.npy,./wavlmsvfeats/v2\voices\id0001\English\7fPLLrXd5WA\00006.npy,./ecappafeats/v2\voices\id0001\English\7fPLLrXd5WA\00006.npy
./v2/voices/id0001/English/7fPLLrXd5WA/00007.wav,./v2/faces/id0001/English/7fPLLrXd5WA/0001800.jpg,id0001,./facenetfeats/v2\faces\id0001\English\7fPLLrXd5WA\0001800.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\7fPLLrXd5WA\00007.npy,./wav2vec2featsid/v2\voices\id0001\English\7fPLLrXd5WA\00007.npy,./wavlmsvfeats/v2\voices\id0001\English\7fPLLrXd5WA\00007.npy,./ecappafeats/v2\voices\id0001\English\7fPLLrXd5WA\00007.npy
./v2/voices/id0001/English/TvEgD6zRRY8/00000.wav,./v2/faces/id0001/English/TvEgD6zRRY8/0011700.jpg,id0001,./facenetfeats/v2\faces\id0001\English\TvEgD6zRRY8\0011700.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\TvEgD6zRRY8\00000.npy,./wav2vec2featsid/v2\voices\id0001\English\TvEgD6zRRY8\00000.npy,./wavlmsvfeats/v2\voices\id0001\English\TvEgD6zRRY8\00000.npy,./ecappafeats/v2\voices\id0001\English\TvEgD6zRRY8\00000.npy
./v2/voices/id0001/English/TvEgD6zRRY8/00002.wav,./v2/faces/id0001/English/TvEgD6zRRY8/0012725.jpg,id0001,./facenetfeats/v2\faces\id0001\English\TvEgD6zRRY8\0012725.npy,0.0,./wav2vec2feats/v2\voices\id0001\English\TvEgD6zRRY8\00002.npy,./wav2vec2featsid/v2\voices\id0001\English\TvEgD6zRRY8\00002.npy,./wavlmsvfeats/v2\voices\id0001\English\TvEgD6zRRY8\00002.npy,./ecappafeats/v2\voices\id0001\English\TvEgD6zRRY8\00002.npy
