audio_path,face_path,identity,facenet_feats_path,label,wav2vec2_feats_path,wav2vec2id_feats_path,wavlmsv_feats_path,ecappa_feats_path
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00000.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0001075.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0001075.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00000.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00000.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00000.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00000.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00001.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0001900.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0001900.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00001.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00001.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00001.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00001.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00002.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0001975.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0001975.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00002.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00002.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00002.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00002.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00003.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0004250.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0004250.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00003.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00003.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00003.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00003.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00004.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0001500.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0001500.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00004.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00004.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00004.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00004.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00005.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0005075.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0005075.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00005.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00005.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00005.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00005.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00006.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0002350.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0002350.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00006.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00006.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00006.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00006.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00007.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0001475.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0001475.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00007.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00007.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00007.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00007.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00008.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0004800.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0004800.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00008.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00008.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00008.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00008.npy
./v2/voices/id0001/Hindi/jaxuNMA3NhA/00009.wav,./v2/faces/id0001/Hindi/jaxuNMA3NhA/0004450.jpg,id0001,./facenetfeats/v2\faces\id0001\Hindi\jaxuNMA3NhA\0004450.npy,0.0,./wav2vec2feats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00009.npy,./wav2vec2featsid/v2\voices\id0001\Hindi\jaxuNMA3NhA\00009.npy,./wavlmsvfeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00009.npy,./ecappafeats/v2\voices\id0001\Hindi\jaxuNMA3NhA\00009.npy
